7_days_ago,6_days_ago,5_days_ago,4_days_ago,3_days_ago,2_days_ago,1_days_ago,0_days_ago,sales_change
0.0,0.0,11.11,0.0,-5.0,0.0,5.26,0.0,6.25
-0.75,0.0,0.0,1.52,0.75,-0.74,0.0,0.0,17.59
-3.86,4.01,0.0,0.0,0.0,-4.63,4.85,0.0,-100.0
-0.75,0.0,0.0,2.27,0.0,-0.74,0.0,0.0,-13.04
2.91,0.0,0.0,0.0,2.83,6.42,0.0,0.0,633.33
17.65,0.0,0.0,0.0,0.0,-5.0,5.26,0.0,-20.69
0.0,0.0,0.0,10.0,6.36,0.85,0.0,0.0,-39.2
1.89,0.0,0.0,0.0,1.85,6.36,0.0,0.0,94.59
-0.98,0.0,0.0,0.0,0.0,0.99,0.0,-0.98,328.57
0.0,-3.0,0.0,3.09,-1.0,0.0,0.0,0.0,10.89
0.0,-0.35,0.36,0.0,0.0,-0.35,0.36,0.0,3.77
11.11,0.0,0.0,-10.0,11.11,0.0,0.0,0.0,47.37
0.0,0.0,8.0,6.48,2.61,0.0,0.0,0.0,-14.1
0.0,0.0,-7.69,8.33,0.0,-9.62,10.64,0.0,-57.14
0.0,-6.04,6.43,0.0,0.0,0.0,-6.38,6.81,-21.05
0.0,6.1,0.0,-6.61,7.08,-5.75,6.1,0.0,100.0
0.0,0.0,0.0,-6.04,-8.57,5.86,0.0,0.0,50.0
4.77,4.56,1.38,0.0,0.0,0.0,0.0,0.0,550.0
0.0,-7.91,8.59,0.0,0.0,0.0,-3.6,3.73,-44.44
0.0,0.0,-0.99,0.0,0.0,1.0,-0.99,0.0,183.33
0.0,0.0,-0.98,0.0,0.99,0.0,-0.98,0.0,-11.11
-2.0,2.04,9.0,7.34,0.85,0.0,0.0,0.0,0.0
-5.56,5.88,0.0,0.0,0.0,-11.11,6.25,5.88,800.0
0.0,0.0,0.0,1.85,3.64,2.63,0.0,0.0,-3.65
-0.98,0.0,0.0,0.0,0.99,0.0,-0.98,0.0,300.0
0.0,0.0,6.0,10.38,0.85,0.0,0.0,0.0,-73.68
-2.0,0.0,2.04,0.0,0.0,0.0,0.0,-4.0,0.0
-3.41,3.53,0.0,-3.41,3.53,0.0,0.0,0.0,-35.48
0.0,0.0,11.0,5.41,0.85,-2.54,2.61,-4.24,58.62
0.0,-3.0,9.28,5.66,5.36,0.0,0.0,0.0,41.38
0.0,0.0,-3.0,2.06,0.0,0.0,-3.03,3.12,-20.9
-3.41,3.53,0.0,-10.23,7.59,3.53,0.0,0.0,52.7
-1.34,1.36,1.07,0.0,0.0,0.0,0.0,0.0,75.0
0.0,0.0,0.0,0.0,-6.62,-1.18,0.0,8.37,100.0
0.0,0.0,1.52,0.75,-0.74,0.0,0.0,0.0,1.46
0.0,0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,457.14
0.0,0.0,-1.0,0.0,0.0,0.0,-3.03,3.12,15.83
-2.4,2.45,0.0,0.0,-3.59,3.73,0.0,-5.69,-15.79
-10.0,11.11,0.0,0.0,-5.0,5.26,0.0,0.0,900.0
0.0,0.0,-5.05,5.32,0.0,0.0,0.0,-3.03,19.51
0.0,0.0,-1.04,0.0,0.0,4.21,-3.03,3.12,16.67
-2.46,2.52,3.69,1.42,0.0,0.0,0.0,0.0,-33.33
0.0,0.0,13.92,5.0,4.76,0.0,0.0,0.0,32.43
-4.22,4.41,0.0,-2.27,-1.0,0.0,0.0,0.0,-5.26
0.0,0.0,-3.41,-7.06,7.59,3.53,0.0,0.0,-36.0
0.0,11.11,0.0,-5.0,0.0,5.26,0.0,0.0,13.24
0.0,0.0,1.52,0.75,-0.74,0.0,0.0,0.0,18.11
4.01,0.0,0.0,0.0,-4.63,4.85,0.0,0.0,100.0
0.0,0.0,10.0,6.36,0.85,0.0,0.0,0.0,2.63
0.0,0.0,0.0,-3.0,2.06,0.0,0.0,-3.03,216.67
-3.0,0.0,3.09,-1.0,0.0,0.0,0.0,0.0,-0.26
0.0,0.0,1.07,0.0,0.0,0.0,-2.12,2.16,40.0
-0.35,0.36,0.0,0.0,-0.35,0.36,0.0,0.0,12.97
0.0,0.0,-10.0,11.11,0.0,0.0,0.0,-5.0,114.29
0.0,0.0,0.0,0.0,-11.11,12.5,0.0,-5.56,-60.0
0.0,8.0,6.48,2.61,0.0,0.0,0.0,0.0,16.42
0.0,-7.69,8.33,0.0,-9.62,10.64,0.0,0.0,66.67
-6.04,6.43,0.0,0.0,0.0,-6.38,6.81,0.0,-26.67
6.1,0.0,-6.61,7.08,-5.75,6.1,0.0,0.0,100.0
0.0,0.0,-6.04,-8.57,5.86,0.0,0.0,0.0,66.67
0.0,-3.41,0.0,3.53,0.0,0.0,0.0,-9.09,22.22
-7.91,8.59,0.0,0.0,0.0,-3.6,3.73,0.0,-20.0
0.0,8.0,8.33,0.85,0.0,0.0,0.0,0.0,100.0
0.0,-0.99,0.0,0.0,1.0,-0.99,0.0,0.0,-52.94
0.0,-0.98,0.0,0.99,0.0,-0.98,0.0,0.0,31.25
2.04,9.0,7.34,0.85,0.0,0.0,0.0,0.0,-91.67
5.88,0.0,0.0,0.0,-11.11,6.25,5.88,0.0,11.11
0.0,0.0,1.85,3.64,2.63,0.0,0.0,0.0,-12.88
0.0,0.0,-3.41,3.53,0.0,0.0,0.0,-6.82,10.69
0.0,6.0,10.38,0.85,0.0,0.0,0.0,0.0,80.0
0.0,2.04,0.0,0.0,0.0,0.0,-4.0,4.17,-7.14
0.0,0.0,-3.41,0.0,3.53,0.0,0.0,-2.27,-35.14
3.53,0.0,-3.41,3.53,0.0,0.0,0.0,-5.68,125.0
0.0,11.0,5.41,0.85,-2.54,2.61,-4.24,4.42,5.43
-3.0,9.28,5.66,5.36,0.0,0.0,0.0,0.0,12.2
0.0,-3.0,2.06,0.0,0.0,-3.03,3.12,0.0,-46.23
3.53,0.0,-10.23,7.59,3.53,0.0,0.0,-4.55,-43.36
0.0,0.0,0.0,-6.62,-1.18,0.0,8.37,0.0,-37.5
0.0,1.52,0.75,-0.74,0.0,0.0,0.0,0.0,74.82
0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,25.64
0.0,0.0,-3.41,3.53,0.0,0.0,0.0,-7.95,13.04
0.0,-1.0,0.0,0.0,0.0,-3.03,3.12,0.0,18.0
2.45,0.0,0.0,-3.59,3.73,0.0,-5.69,6.03,-56.25
11.11,0.0,0.0,-5.0,5.26,0.0,0.0,0.0,-60.0
0.0,-5.05,5.32,0.0,0.0,0.0,-3.03,3.12,6.12
0.0,-1.04,0.0,0.0,4.21,-3.03,3.12,0.0,-25.0
2.52,3.69,1.42,0.0,0.0,0.0,0.0,0.0,35.71
0.0,0.0,0.0,-1.24,1.26,0.0,0.0,-1.24,66.67
0.0,13.92,5.0,4.76,0.0,0.0,0.0,0.0,32.65
-0.98,0.0,0.0,0.99,0.0,0.0,0.0,-0.98,45.0
4.41,0.0,-2.27,-1.0,0.0,0.0,0.0,0.0,-16.67
0.0,-3.41,-7.06,7.59,3.53,0.0,0.0,-4.55,37.5
0.0,2.95,2.15,0.0,0.0,0.0,0.0,-6.54,13.04
11.11,0.0,-5.0,0.0,5.26,0.0,0.0,0.0,5.19
0.0,1.52,0.75,-0.74,0.0,0.0,0.0,0.0,8.67
0.0,0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,2.56
0.0,10.0,6.36,0.85,0.0,0.0,0.0,0.0,32.05
0.0,0.0,-3.0,2.06,0.0,0.0,-3.03,3.12,-42.11
0.0,1.07,0.0,0.0,0.0,-2.12,2.16,0.0,0.0
0.36,0.0,0.0,-0.35,0.36,0.0,0.0,0.0,0.57
0.0,-10.0,11.11,0.0,0.0,0.0,-5.0,5.26,-83.33
0.0,0.0,0.0,-11.11,12.5,0.0,-5.56,-5.88,75.0
8.0,6.48,2.61,0.0,0.0,0.0,0.0,-11.86,-17.95
-7.69,8.33,0.0,-9.62,10.64,0.0,0.0,-11.32,-70.0
6.43,0.0,0.0,0.0,-6.38,6.81,0.0,0.0,-18.18
0.0,-6.61,7.08,-5.75,6.1,0.0,0.0,0.0,0.0
0.0,-6.04,-8.57,5.86,0.0,0.0,0.0,0.0,-50.0
2.47,3.13,0.0,0.0,0.0,0.0,0.0,-1.64,-40.0
-3.41,0.0,3.53,0.0,0.0,0.0,-9.09,-1.25,-19.19
8.59,0.0,0.0,0.0,-3.6,3.73,0.0,0.0,50.0
8.0,8.33,0.85,0.0,0.0,0.0,0.0,-11.02,-100.0
-0.99,0.0,0.0,1.0,-0.99,0.0,0.0,0.0,87.5
-0.98,0.0,0.99,0.0,-0.98,0.0,0.0,0.0,-19.05
9.0,7.34,0.85,0.0,0.0,0.0,0.0,-10.17,-100.0
0.0,0.0,0.0,-11.11,6.25,5.88,0.0,0.0,20.0
0.0,1.85,3.64,2.63,0.0,0.0,0.0,0.0,-15.65
0.0,-3.41,3.53,0.0,0.0,0.0,-6.82,-3.66,-31.03
0.0,0.0,0.0,0.0,0.0,18.67,4.49,2.15,-36.17
6.0,10.38,0.85,0.0,0.0,0.0,0.0,-11.02,-44.44
2.04,0.0,0.0,0.0,0.0,-4.0,4.17,0.0,0.0
0.0,-3.41,0.0,3.53,0.0,0.0,-2.27,-6.98,41.67
0.0,-3.41,3.53,0.0,0.0,0.0,-5.68,-4.82,48.89
11.0,5.41,0.85,-2.54,2.61,-4.24,4.42,-11.02,-21.65
9.28,5.66,5.36,0.0,0.0,0.0,0.0,-11.86,-4.35
0.0,0.0,0.0,0.0,0.0,5.31,0.8,1.05,0.0
-3.0,2.06,0.0,0.0,-3.03,3.12,0.0,0.0,33.33
0.0,-10.23,7.59,3.53,0.0,0.0,-4.55,-5.95,17.19
0.0,0.0,-6.62,-1.18,0.0,8.37,0.0,0.0,40.0
11.11,0.0,0.0,0.0,0.0,0.0,-5.0,5.26,-16.67
0.0,0.0,0.0,-5.05,5.32,0.0,0.0,-5.05,-34.78
1.52,0.75,-0.74,0.0,0.0,0.0,0.0,-2.99,10.7
0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,-53.06
0.0,-3.41,3.53,0.0,0.0,0.0,-7.95,-2.47,-26.28
-1.0,0.0,0.0,0.0,-3.03,3.12,0.0,0.0,-1.98
0.0,0.0,-3.59,3.73,0.0,-5.69,6.03,0.0,428.57
-5.05,5.32,0.0,0.0,0.0,-3.03,3.12,0.0,-32.69
-1.04,0.0,0.0,4.21,-3.03,3.12,0.0,0.0,14.29
0.0,0.0,-1.24,1.26,0.0,0.0,-1.24,0.0,-40.0
13.92,5.0,4.76,0.0,0.0,0.0,0.0,0.0,-40.0
-3.41,-7.06,7.59,3.53,0.0,0.0,-4.55,-4.76,4.55
2.95,2.15,0.0,0.0,0.0,0.0,-6.54,7.0,-30.77
1.52,0.75,-0.74,0.0,0.0,0.0,0.0,0.0,19.63
0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,-43.75
10.0,6.36,0.85,0.0,0.0,0.0,0.0,-16.95,-18.45
0.0,-3.0,2.06,0.0,0.0,-3.03,3.12,0.0,254.55
1.07,0.0,0.0,0.0,-2.12,2.16,0.0,0.0,0.0
0.0,0.0,-0.35,0.36,0.0,0.0,0.0,0.71,-6.96
-10.0,11.11,0.0,0.0,0.0,-5.0,5.26,0.0,50.0
0.0,0.0,-11.11,12.5,0.0,-5.56,-5.88,-6.25,128.57
6.48,2.61,0.0,0.0,0.0,0.0,-11.86,-3.85,60.94
8.33,0.0,-9.62,10.64,0.0,0.0,-11.32,0.0,-33.33
-6.61,7.08,-5.75,6.1,0.0,0.0,0.0,0.0,-50.0
-6.04,-8.57,5.86,0.0,0.0,0.0,0.0,0.0,60.0
-0.98,0.99,0.0,0.0,0.0,0.0,0.0,-0.98,-33.33
3.13,0.0,0.0,0.0,0.0,0.0,-1.64,1.66,-33.33
0.0,3.53,0.0,0.0,0.0,-9.09,-1.25,0.0,-5.0
0.0,0.0,-5.56,5.88,0.0,0.0,0.0,-5.56,-9.09
0.0,0.0,-11.11,6.25,5.88,0.0,0.0,-5.56,-66.67
1.85,3.64,2.63,0.0,0.0,0.0,0.0,0.0,4.12
-3.41,3.53,0.0,0.0,0.0,-6.82,-3.66,-1.27,-22.0
0.0,-10.1,11.24,0.0,0.0,0.0,0.0,-5.05,75.0
0.0,0.0,0.0,0.0,18.67,4.49,2.15,0.0,10.0
10.38,0.85,0.0,0.0,0.0,0.0,-11.02,-4.76,20.0
-3.41,0.0,3.53,0.0,0.0,-2.27,-6.98,0.0,-29.41
-3.41,3.53,0.0,0.0,0.0,-5.68,-4.82,-1.27,-65.67
5.41,0.85,-2.54,2.61,-4.24,4.42,-11.02,-4.76,1.32
5.66,5.36,0.0,0.0,0.0,0.0,-11.86,-1.92,-4.55
0.0,0.0,0.0,0.0,5.31,0.8,1.05,1.04,233.33
2.06,0.0,0.0,-3.03,3.12,0.0,0.0,0.0,-10.53
-10.23,7.59,3.53,0.0,0.0,-4.55,-5.95,-1.27,1.33
0.0,-6.62,-1.18,0.0,8.37,0.0,0.0,0.0,-57.14
0.0,0.0,-5.05,5.32,0.0,0.0,-5.05,0.0,-20.0
0.0,0.0,-10.1,11.24,0.0,0.0,0.0,-10.1,-28.57
0.75,-0.74,0.0,0.0,0.0,0.0,-2.99,3.08,2.6
-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,0.0,78.26
-3.41,3.53,0.0,0.0,0.0,-7.95,-2.47,-1.27,-37.39
0.0,-3.59,3.73,0.0,-5.69,6.03,0.0,0.0,-27.03
0.0,0.0,0.0,0.0,-1.21,6.94,0.0,0.76,30.77
5.32,0.0,0.0,0.0,-3.03,3.12,0.0,0.0,74.29
0.0,0.0,4.21,-3.03,3.12,0.0,0.0,0.0,8.33
0.0,-1.24,1.26,0.0,0.0,-1.24,0.0,0.0,-16.67
0.0,-7.89,0.0,0.0,0.0,-2.04,0.0,2.08,16.67
-7.06,7.59,3.53,0.0,0.0,-4.55,-4.76,0.0,-36.96
2.15,0.0,0.0,0.0,0.0,-6.54,7.0,0.0,-22.22
0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,20.0
6.36,0.85,0.0,0.0,0.0,0.0,-16.95,2.04,0.0
-3.0,2.06,0.0,0.0,-3.03,3.12,0.0,0.0,-20.51
0.0,-0.35,0.36,0.0,0.0,0.0,0.71,0.0,5.83
11.11,0.0,0.0,0.0,-5.0,5.26,0.0,0.0,253.33
0.0,-11.11,12.5,0.0,-5.56,-5.88,-6.25,13.33,-37.5
2.61,0.0,0.0,0.0,0.0,-11.86,-3.85,0.0,-19.42
0.0,-9.62,10.64,0.0,0.0,-11.32,0.0,12.77,300.0
7.08,-5.75,6.1,0.0,0.0,0.0,0.0,0.0,50.0
3.53,0.0,0.0,0.0,-9.09,-1.25,0.0,0.0,-40.79
0.0,-5.56,5.88,0.0,0.0,0.0,-5.56,5.88,-10.0
0.0,-11.11,6.25,5.88,0.0,0.0,-5.56,5.88,75.0
3.53,0.0,0.0,0.0,-6.82,-3.66,-1.27,0.0,38.46
-10.1,11.24,0.0,0.0,0.0,0.0,-5.05,5.32,-21.43
0.0,0.0,0.0,18.67,4.49,2.15,0.0,0.0,-3.03
0.85,0.0,0.0,0.0,0.0,-11.02,-4.76,0.0,16.67
0.0,3.53,0.0,0.0,-2.27,-6.98,0.0,-1.25,-33.33
3.53,0.0,0.0,0.0,-5.68,-4.82,-1.27,0.0,95.65
0.85,-2.54,2.61,-4.24,4.42,-11.02,-4.76,0.0,-27.27
5.36,0.0,0.0,0.0,0.0,-11.86,-1.92,-1.96,-23.81
0.0,0.0,0.0,5.31,0.8,1.05,1.04,0.0,-60.0
7.59,3.53,0.0,0.0,-4.55,-5.95,-1.27,0.0,3.95
-6.62,-1.18,0.0,8.37,0.0,0.0,0.0,0.0,166.67
0.0,-5.05,5.32,0.0,0.0,-5.05,0.0,5.32,58.33
0.0,-10.1,11.24,0.0,0.0,0.0,-10.1,11.24,0.0
-0.74,0.0,0.0,0.0,0.0,-2.99,3.08,0.0,16.3
5.26,0.0,0.0,-5.0,5.26,0.0,0.0,0.0,70.73
3.53,0.0,0.0,0.0,-7.95,-2.47,-1.27,0.0,-18.06
-3.59,3.73,0.0,-5.69,6.03,0.0,0.0,0.0,-29.63
0.0,0.0,0.0,-1.21,6.94,0.0,0.76,0.0,-11.76
0.0,4.21,-3.03,3.12,0.0,0.0,0.0,0.0,30.77
-1.24,1.26,0.0,0.0,-1.24,0.0,0.0,0.0,-40.0
-7.89,0.0,0.0,0.0,-2.04,0.0,2.08,0.0,14.29
7.59,3.53,0.0,0.0,-4.55,-4.76,0.0,0.0,-24.14
-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,0.0,66.67
0.85,0.0,0.0,0.0,0.0,-16.95,2.04,0.0,25.0
11.11,-2.4,2.46,0.0,0.0,0.0,0.0,0.0,100.0
2.06,0.0,0.0,-3.03,3.12,0.0,0.0,0.0,35.48
-2.4,2.45,0.0,0.0,0.0,0.0,0.0,-3.59,0.92
-0.35,0.36,0.0,0.0,0.0,0.71,0.0,0.35,11.71
-11.11,12.5,0.0,-5.56,-5.88,-6.25,13.33,5.88,30.0
-9.62,10.64,0.0,0.0,-11.32,0.0,12.77,0.0,-62.5
0.0,-5.05,5.32,0.0,0.0,0.0,0.0,-0.76,0.0
-5.56,5.88,0.0,0.0,0.0,-5.56,5.88,0.0,33.33
-11.11,6.25,5.88,0.0,0.0,-5.56,5.88,0.0,114.29
0.0,0.0,0.0,-6.82,-3.66,-1.27,0.0,0.0,-32.41
11.24,0.0,0.0,0.0,0.0,-5.05,5.32,0.0,-9.09
0.0,0.0,18.67,4.49,2.15,0.0,0.0,0.0,18.75
3.53,0.0,0.0,-2.27,-6.98,0.0,-1.25,0.0,-25.0
0.0,0.0,0.0,-5.68,-4.82,-1.27,0.0,0.0,24.44
-2.54,2.61,-4.24,4.42,-11.02,-4.76,0.0,0.0,55.36
0.0,0.0,0.0,0.0,-11.86,-1.92,-1.96,0.0,-9.38
0.0,0.0,5.31,0.8,1.05,1.04,0.0,0.0,25.0
3.53,0.0,0.0,-4.55,-5.95,-1.27,0.0,0.0,-3.8
0.0,0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,-49.23
-5.05,5.32,0.0,0.0,-5.05,0.0,5.32,0.0,-21.05
-10.1,11.24,0.0,0.0,0.0,-10.1,11.24,0.0,0.0
0.0,0.0,0.0,0.0,-2.99,3.08,0.0,2.99,-25.23
0.0,0.0,-5.0,5.26,0.0,0.0,0.0,-10.0,-17.14
0.0,0.0,0.0,-7.95,-2.47,-1.27,0.0,0.0,18.64
0.0,0.0,-5.0,5.26,0.0,0.0,0.0,-5.0,-35.0
3.73,0.0,-5.69,6.03,0.0,0.0,0.0,0.0,42.11
0.0,0.0,-1.21,6.94,0.0,0.76,0.0,0.0,-6.67
4.21,-3.03,3.12,0.0,0.0,0.0,0.0,0.0,5.88
12.5,4.44,6.38,0.0,0.0,0.0,0.0,0.0,100.0
3.53,0.0,0.0,-4.55,-4.76,0.0,0.0,0.0,-50.0
5.26,0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,-64.44
2.45,0.0,0.0,0.0,0.0,0.0,-3.59,3.73,56.36
0.0,0.0,0.0,-2.97,0.0,0.0,-2.59,4.83,400.0
0.36,0.0,0.0,0.0,0.71,0.0,0.35,-0.35,-0.62
12.5,0.0,-5.56,-5.88,-6.25,13.33,5.88,-5.56,-69.23
10.64,0.0,0.0,-11.32,0.0,12.77,0.0,0.0,133.33
-5.05,5.32,0.0,0.0,0.0,0.0,-0.76,0.0,-20.0
5.88,0.0,0.0,0.0,-5.56,5.88,0.0,0.0,-25.0
6.25,5.88,0.0,0.0,-5.56,5.88,0.0,0.0,-6.67
0.0,0.0,-6.82,-3.66,-1.27,0.0,0.0,0.0,42.47
0.0,18.67,4.49,2.15,0.0,0.0,0.0,0.0,-47.37
0.0,0.0,-2.27,-6.98,0.0,-1.25,0.0,0.0,141.67
0.0,0.0,-5.68,-4.82,-1.27,0.0,0.0,0.0,-30.36
2.61,-4.24,4.42,-11.02,-4.76,0.0,0.0,0.0,-14.94
0.0,0.0,0.0,-11.86,-1.92,-1.96,0.0,-5.0,3.45
0.0,5.31,0.8,1.05,1.04,0.0,0.0,-9.02,0.0
0.0,0.0,-4.55,-5.95,-1.27,0.0,0.0,0.0,-25.0
0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,-96.97
5.32,0.0,0.0,-5.05,0.0,5.32,0.0,0.0,-6.67
11.24,0.0,0.0,0.0,-10.1,11.24,0.0,0.0,-80.0
0.0,0.0,0.0,-2.99,3.08,0.0,2.99,0.0,-8.33
0.0,-5.0,5.26,0.0,0.0,0.0,-10.0,11.11,-22.41
0.0,0.0,-7.95,-2.47,-1.27,0.0,0.0,0.0,7.14
0.0,-5.0,5.26,0.0,0.0,0.0,-5.0,5.26,11.54
0.0,-5.69,6.03,0.0,0.0,0.0,0.0,-1.2,-48.15
0.0,-1.21,6.94,0.0,0.76,0.0,0.0,0.0,-28.57
0.0,0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,78.12
0.0,0.0,0.0,0.0,0.0,-3.59,3.73,-4.49,8.72
0.0,0.0,-2.97,0.0,0.0,-2.59,4.83,0.0,-53.33
0.0,0.0,0.0,0.71,0.0,0.35,-0.35,0.0,-12.01
0.0,-5.56,-5.88,-6.25,13.33,5.88,-5.56,0.53,200.0
0.0,-9.09,-1.25,0.0,0.0,0.0,0.0,-1.27,10.26
0.0,0.0,0.0,-2.18,2.23,0.0,0.0,-0.2,14.29
5.88,0.0,0.0,-5.56,5.88,0.0,0.0,0.0,-14.29
0.0,-6.82,-3.66,-1.27,0.0,0.0,0.0,0.0,12.5
18.67,4.49,2.15,0.0,0.0,0.0,0.0,0.0,-20.0
0.0,-2.27,-6.98,0.0,-1.25,0.0,0.0,-1.27,-93.1
0.0,-5.68,-4.82,-1.27,0.0,0.0,0.0,0.0,-46.15
-4.24,4.42,-11.02,-4.76,0.0,0.0,0.0,0.0,24.32
0.0,0.0,-11.86,-1.92,-1.96,0.0,-5.0,0.0,-10.0
5.31,0.8,1.05,1.04,0.0,0.0,-9.02,9.92,80.0
0.0,-4.55,-5.95,-1.27,0.0,0.0,0.0,0.0,7.02
0.0,0.0,0.0,0.0,0.0,-3.59,3.73,-2.4,66.67
0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,-100.0
0.0,0.0,-2.99,3.08,0.0,2.99,0.0,-5.8,13.18
-5.0,5.26,0.0,0.0,0.0,-10.0,11.11,0.0,-8.89
0.0,-7.95,-2.47,-1.27,0.0,0.0,0.0,0.0,17.33
0.0,0.0,0.0,0.0,0.0,-3.54,1.57,0.52,90.91
-5.0,5.26,0.0,0.0,0.0,-5.0,5.26,0.0,75.86
0.0,-2.07,0.0,2.12,0.0,0.0,0.0,-4.61,80.0
-5.69,6.03,0.0,0.0,0.0,0.0,-1.2,-1.21,-57.14
-1.21,6.94,0.0,0.76,0.0,0.0,0.0,0.0,10.0
0.0,-2.04,0.0,2.08,0.0,0.0,0.0,-2.04,-21.43
0.0,-4.55,-4.76,0.0,0.0,0.0,0.0,-2.5,123.08
0.0,-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,-36.84
0.0,0.0,0.0,0.0,-3.59,3.73,-4.49,2.19,-33.69
0.0,-2.97,0.0,0.0,-2.59,4.83,0.0,0.0,0.0
0.0,0.0,0.71,0.0,0.35,-0.35,0.0,0.0,-8.01
-5.56,-5.88,-6.25,13.33,5.88,-5.56,0.53,5.32,-33.33
0.0,0.0,0.0,0.0,2.99,0.0,-4.35,-5.3,-61.11
0.0,-11.32,0.0,12.77,0.0,0.0,0.0,-8.12,175.0
0.0,0.0,0.0,0.0,2.99,0.0,-4.35,-5.3,-24.84
-9.09,-1.25,0.0,0.0,0.0,0.0,-1.27,0.0,58.14
0.0,0.0,-2.18,2.23,0.0,0.0,-0.2,0.0,-31.25
0.0,0.0,0.0,0.0,2.99,0.0,-2.9,-6.72,-30.77
0.0,0.0,0.0,0.0,0.0,4.52,1.44,0.71,-30.0
-6.82,-3.66,-1.27,0.0,0.0,0.0,0.0,0.0,-31.62
0.0,0.0,-5.39,5.7,0.0,0.0,0.0,0.41,47.37
-2.27,-6.98,0.0,-1.25,0.0,0.0,-1.27,0.0,1400.0
-5.68,-4.82,-1.27,0.0,0.0,0.0,0.0,0.0,114.29
4.42,-11.02,-4.76,0.0,0.0,0.0,0.0,0.0,3.26
0.0,-11.86,-1.92,-1.96,0.0,-5.0,0.0,5.26,-11.11
0.8,1.05,1.04,0.0,0.0,-9.02,9.92,0.0,-44.44
-4.55,-5.95,-1.27,0.0,0.0,0.0,0.0,0.0,9.84
0.0,0.0,0.0,0.0,-3.59,3.73,-2.4,0.0,-46.67
0.0,-2.99,3.08,0.0,2.99,0.0,-5.8,-3.85,-35.74
0.0,-2.01,2.05,0.0,0.0,0.0,0.0,-4.03,-20.0
5.26,0.0,0.0,0.0,-10.0,11.11,0.0,0.0,-21.95
-7.95,-2.47,-1.27,0.0,0.0,0.0,0.0,0.0,2.27
0.0,0.0,0.0,0.0,-3.54,1.57,0.52,0.0,-28.57
0.0,-7.75,8.4,0.0,0.0,0.0,0.0,-6.98,11.11
5.26,0.0,0.0,0.0,-5.0,5.26,0.0,0.0,-39.22
-2.07,0.0,2.12,0.0,0.0,0.0,-4.61,0.0,-3.7
6.03,0.0,0.0,0.0,0.0,-1.2,-1.21,0.0,266.67
-2.04,0.0,2.08,0.0,0.0,0.0,-2.04,2.08,72.73
-4.55,-4.76,0.0,0.0,0.0,0.0,-2.5,1.28,-17.24
0.0,0.0,0.0,0.0,2.99,0.0,-5.8,-3.85,-25.36
0.0,0.0,0.0,0.0,2.99,0.0,-4.35,-4.55,-67.72
-5.0,5.26,0.0,0.0,-5.0,5.26,0.0,0.0,63.89
0.0,0.0,0.0,-3.59,3.73,-4.49,2.19,0.0,18.55
-2.97,0.0,0.0,-2.59,4.83,0.0,0.0,0.0,-28.57
0.0,0.71,0.0,0.35,-0.35,0.0,0.0,0.0,4.77
-5.88,-6.25,13.33,5.88,-5.56,0.53,5.32,0.0,37.5
0.0,0.0,0.0,2.99,0.0,-4.35,-5.3,0.0,142.86
-11.32,0.0,12.77,0.0,0.0,0.0,-8.12,8.84,-63.64
0.0,0.0,0.0,0.0,3.74,0.52,0.0,0.51,100.0
0.0,0.0,0.0,2.99,0.0,-4.35,-5.3,0.0,-41.53
0.0,0.0,0.0,0.0,0.0,-4.21,-2.44,7.0,-10.53
0.0,-2.18,2.23,0.0,0.0,-0.2,0.0,0.0,-9.09
0.0,0.0,0.0,0.0,3.74,0.52,0.0,0.51,-45.45
0.0,0.0,0.0,2.99,0.0,-2.9,-6.72,0.0,13.33
0.0,0.0,0.0,0.0,4.52,1.44,0.71,0.0,7.14
0.0,-5.39,5.7,0.0,0.0,0.0,0.41,0.0,-35.71
-6.98,0.0,-1.25,0.0,0.0,-1.27,0.0,0.0,-63.33
-11.86,-1.92,-1.96,0.0,-5.0,0.0,5.26,0.0,20.83
1.05,1.04,0.0,0.0,-9.02,9.92,0.0,0.0,80.0
0.0,0.0,0.0,0.21,0.0,0.0,-7.26,7.83,4.35
0.0,0.0,0.0,-3.59,3.73,-2.4,0.0,0.0,37.5
-2.99,3.08,0.0,2.99,0.0,-5.8,-3.85,0.0,12.5
-2.01,2.05,0.0,0.0,0.0,0.0,-4.03,4.2,87.5
0.0,0.0,0.0,-3.54,1.57,0.52,0.0,-0.51,60.0
-7.75,8.4,0.0,0.0,0.0,0.0,-6.98,7.5,-50.0
0.0,2.12,0.0,0.0,0.0,-4.61,0.0,4.83,7.69
0.0,0.0,0.0,0.0,0.0,-3.5,2.18,1.42,27.27
